source,target,score
14852,49703,0.737984496124031
14852,49704,0.8480620155038759
14852,49705,0.8527131782945736
14852,49706,0.8418604651162791
14852,29740,0.7984496124031008
14852,15406,0.8604651162790697
14852,40501,0.8372093023255814
14852,29754,0.8666666666666667
14852,14910,0.7224806201550388
14852,15429,0.8558139534883721
14852,14921,0.9007751937984496
14852,29369,0.8744186046511628
14852,29548,0.8558139534883721
14852,15501,0.9116279069767442
14852,49306,0.8883720930232558
14852,49307,0.8868217054263566
14852,29345,0.9007751937984496
14503,14852,0.8806201550387597
14506,14852,0.8356589147286821
14852,15020,0.7643410852713178
14009,14852,0.896124031007752
14852,15039,0.6883720930232559
14031,14852,0.8356589147286821
14852,29909,0.8914728682170543
14852,49700,0.8790697674418605
14852,29918,0.8542635658914729
14852,29936,0.8527131782945736
14852,15633,0.8589147286821706
14103,14852,0.8542635658914729
14852,29148,0.8868217054263566
14661,14852,0.689922480620155
14852,29512,0.8914728682170543
12109,14852,0.8713178294573644
14852,29523,0.8651162790697674
14852,15701,0.8682170542635659
14852,49502,0.889922480620155
14852,29537,0.8372093023255814
14852,40300,0.8527131782945736
14852,40302,0.8031007751937984
14852,40303,0.8914728682170543
14852,40304,0.8728682170542635
14852,40305,0.8821705426356589
14852,29555,0.813953488372093
14712,14852,0.8418604651162791
14852,29566,0.8031007751937984
14852,15424,0.8480620155038759
14226,14852,0.9085271317829458
14852,49903,0.8186046511627907
14852,29108,0.8775193798449612
14852,94659,0.8930232558139535
14852,29141,0.8294573643410853
14809,14852,0.8744186046511628
14826,14852,0.8108527131782945
14852,40103,0.7255813953488373
14858,15704,0.8
14858,14871,0.8806201550387597
14858,94240,0.8031007751937984
14858,29732,0.8821705426356589
14858,49702,0.7751937984496124
14858,40500,0.8449612403100775
14858,40502,0.8868217054263566
10808,14858,0.8775193798449612
14400,14858,0.8558139534883721
14858,15425,0.8186046511627907
14858,14914,0.8945736434108527
14858,14920,0.8713178294573644
14858,14922,0.7007751937984497
14440,14858,0.8666666666666667
14858,29305,0.8434108527131783
14858,15502,0.765891472868217
14858,49300,0.8930232558139535
14858,49308,0.8806201550387597
14858,49309,0.8077519379844961
14858,15011,0.8697674418604651
14858,40101,0.8356589147286821
14858,40105,0.9271317829457364
14858,15021,0.8868217054263566
14858,29373,0.8422939068100358
4812,14858,0.7798449612403101
14858,15054,0.8914728682170543
14858,49901,0.8697674418604651
13039,14858,0.8992248062015504
14858,49905,0.6604651162790698
14101,14858,0.786046511627907
14858,15015,0.8124031007751938
14651,14858,0.8325581395348837
1366,14858,0.7612403100775194
14858,15703,0.8728682170542635
14858,14912,0.8201550387596899
14858,40301,0.8232558139534883
14709,14858,0.8914728682170543
14203,14858,0.7627906976744186
14213,14858,0.8527131782945736
14858,39310,0.8666666666666667
14230,14858,0.8496124031007752
14858,29142,0.8976744186046511
14812,14858,0.8155038759689922
14307,14858,0.8744186046511628
14871,15704,0.8031007751937984
15704,94240,0.765891472868217
15704,29732,0.7891472868217054
15704,49702,0.7317829457364341
15704,40500,0.8031007751937984
15704,40502,0.813953488372093
10808,15704,0.786046511627907
14400,15704,0.7984496124031008
15425,15704,0.7457364341085271
14914,15704,0.8186046511627907
14920,15704,0.7906976744186046
14440,15704,0.7705426356589147
15704,29305,0.7751937984496124
15502,15704,0.7069767441860465
15704,49300,0.8031007751937984
15704,49308,0.8186046511627907
15704,49309,0.7550387596899225
15011,15704,0.7751937984496124
15704,40101,0.7441860465116279
15704,40105,0.7891472868217054
15021,15704,0.7968992248062016
15704,29373,0.7562724014336918
4812,15704,0.7178294573643411
15054,15704,0.8155038759689922
15704,49901,0.8
13039,15704,0.813953488372093
15704,49905,0.6573643410852713
14101,15704,0.7441860465116279
15015,15704,0.7689922480620155
14651,15704,0.7798449612403101
1366,15704,0.7069767441860465
15703,15704,0.8155038759689922
14912,15704,0.7782945736434108
15704,40301,0.7829457364341085
14709,15704,0.8186046511627907
14203,15704,0.7348837209302326
14213,15704,0.8046511627906977
15704,39310,0.8170542635658915
14230,15704,0.7689922480620155
15704,29142,0.8248062015503876
14812,15704,0.7286821705426356
14307,15704,0.7984496124031008
14871,94240,0.8170542635658915
14871,29732,0.875968992248062
14871,49702,0.751937984496124
14871,40500,0.8217054263565892
14871,40502,0.8852713178294573
10808,14871,0.8806201550387597
14400,14871,0.8542635658914729
14871,15425,0.8031007751937984
14871,14914,0.8697674418604651
14871,14920,0.8573643410852713
14871,14922,0.6821705426356589
14440,14871,0.8496124031007752
14871,29305,0.8186046511627907
14871,15502,0.7674418604651163
14871,49300,0.8790697674418605
14871,49308,0.9100775193798449
14871,49309,0.8527131782945736
14871,15011,0.8697674418604651
14871,40101,0.8418604651162791
14871,40105,0.8682170542635659
14871,15021,0.8914728682170543
14871,29373,0.8458781362007168
4812,14871,0.7813953488372093
14871,15054,0.8744186046511628
14871,49901,0.8511627906976744
13039,14871,0.8930232558139535
14871,49905,0.6589147286821705
14101,14871,0.7984496124031008
14871,15015,0.8201550387596899
14651,14871,0.8170542635658915
1366,14871,0.7844961240310078
14871,15703,0.8682170542635659
14871,14912,0.8387596899224806
14871,40301,0.8
14709,14871,0.8992248062015504
14203,14871,0.7488372093023256
14213,14871,0.8480620155038759
14871,39310,0.8930232558139535
14230,14871,0.8790697674418605
14871,29142,0.9023255813953488
14812,14871,0.8124031007751938
14307,14871,0.8945736434108527
29732,94240,0.8046511627906977
49702,94240,0.7302325581395349
40500,94240,0.7875968992248062
40502,94240,0.834108527131783
10808,94240,0.834108527131783
14400,94240,0.8294573643410853
15425,94240,0.7891472868217054
14914,94240,0.8465116279069768
14920,94240,0.8186046511627907
14440,94240,0.8077519379844961
29305,94240,0.7906976744186046
15502,94240,0.7441860465116279
49300,94240,0.8170542635658915
49308,94240,0.8511627906976744
49309,94240,0.8015503875968992
15011,94240,0.7968992248062016
40101,94240,0.7968992248062016
40105,94240,0.8108527131782945
15021,94240,0.8418604651162791
29373,94240,0.8028673835125448
4812,94240,0.7333333333333333
15054,94240,0.8403100775193798
49901,94240,0.7922480620155039
13039,94240,0.8403100775193798
14101,94240,0.7689922480620155
15015,94240,0.7813953488372093
14651,94240,0.7472868217054264
1366,94240,0.7317829457364341
15703,94240,0.8124031007751938
14912,94240,0.8124031007751938
40301,94240,0.7891472868217054
14709,94240,0.8356589147286821
14203,94240,0.7410852713178294
14213,94240,0.8232558139534883
39310,94240,0.8232558139534883
14230,94240,0.8325581395348837
29142,94240,0.8558139534883721
14812,94240,0.7782945736434108
14307,94240,0.8713178294573644
29732,49702,0.8031007751937984
29732,40500,0.8635658914728682
29732,40502,0.8868217054263566
10808,29732,0.8573643410852713
14400,29732,0.8449612403100775
15425,29732,0.8542635658914729
14914,29732,0.8682170542635659
14920,29732,0.8651162790697674
14922,29732,0.6992248062015504
14440,29732,0.8604651162790697
29305,29732,0.8511627906976744
15502,29732,0.7782945736434108
29732,49300,0.8744186046511628
29732,49308,0.8728682170542635
29732,49309,0.8217054263565892
15011,29732,0.8542635658914729
29732,40101,0.8558139534883721
29732,40105,0.8930232558139535
15021,29732,0.8821705426356589
29373,29732,0.8387096774193549
4812,29732,0.7782945736434108
15054,29732,0.8790697674418605
29732,49901,0.8821705426356589
13039,29732,0.8744186046511628
14101,29732,0.8093023255813954
15015,29732,0.8232558139534883
14651,29732,0.8387596899224806
1366,29732,0.7922480620155039
15703,29732,0.8852713178294573
14912,29732,0.8294573643410853
29732,40301,0.8310077519379845
14709,29732,0.9069767441860465
14203,29732,0.7829457364341085
14213,29732,0.834108527131783
29732,39310,0.8697674418604651
14230,29732,0.8511627906976744
29142,29732,0.8806201550387597
14812,29732,0.834108527131783
14307,29732,0.8635658914728682
40500,49702,0.8062015503875969
40502,49702,0.7767441860465116
10808,49702,0.7472868217054264
14400,49702,0.7705426356589147
15425,49702,0.7953488372093023
14914,49702,0.765891472868217
14920,49702,0.7612403100775194
14440,49702,0.7674418604651163
29305,49702,0.8046511627906977
15502,49702,0.7503875968992249
49300,49702,0.7829457364341085
49308,49702,0.7829457364341085
49309,49702,0.7069767441860465
15011,49702,0.7255813953488373
40101,49702,0.7488372093023256
40105,49702,0.7813953488372093
15021,49702,0.7705426356589147
29373,49702,0.7526881720430108
4812,49702,0.7193798449612403
15054,49702,0.8015503875968992
49702,49901,0.7782945736434108
13039,49702,0.772093023255814
14101,49702,0.6992248062015504
15015,49702,0.7503875968992249
14651,49702,0.7875968992248062
1366,49702,0.7488372093023256
15703,49702,0.7968992248062016
14912,49702,0.7596899224806202
40301,49702,0.8248062015503876
14709,49702,0.7875968992248062
14203,49702,0.765891472868217
14213,49702,0.7302325581395349
39310,49702,0.7813953488372093
14230,49702,0.7426356589147287
29142,49702,0.7674418604651163
14812,49702,0.7581395348837209
14307,49702,0.7705426356589147
40103,49702,0.6651162790697674
49703,49704,0.7271317829457364
49703,49705,0.8
49703,49706,0.6697674418604651
29740,49703,0.6945736434108527
15406,49703,0.6775193798449612
40501,49703,0.724031007751938
29754,49703,0.737984496124031
14910,49703,0.7891472868217054
15429,49703,0.7007751937984497
14921,49703,0.7395348837209302
29369,49703,0.7674418604651163
29548,49703,0.703875968992248
15501,49703,0.7441860465116279
49306,49703,0.7457364341085271
49307,49703,0.7426356589147287
29345,49703,0.7193798449612403
14503,49703,0.7255813953488373
14506,49703,0.7875968992248062
15020,49703,0.7906976744186046
14009,49703,0.737984496124031
15039,49703,0.6728682170542636
14031,49703,0.6961240310077519
29909,49703,0.7162790697674418
49700,49703,0.6868217054263566
29918,49703,0.6868217054263566
29936,49703,0.6883720930232559
49703,49905,0.7472868217054264
15633,49703,0.689922480620155
14103,49703,0.7302325581395349
29148,49703,0.7302325581395349
15015,49703,0.6713178294573643
14661,49703,0.9116279069767442
29512,49703,0.710077519379845
12109,49703,0.7643410852713178
29523,49703,0.7286821705426356
15701,49703,0.7193798449612403
49502,49703,0.7286821705426356
29537,49703,0.7054263565891473
40300,49703,0.7581395348837209
40301,49703,0.648062015503876
40302,49703,0.8062015503875969
40303,49703,0.7410852713178294
40304,49703,0.7348837209302326
40305,49703,0.6961240310077519
29555,49703,0.6759689922480621
14712,49703,0.7643410852713178
29566,49703,0.7209302325581395
15424,49703,0.6697674418604651
14226,49703,0.7395348837209302
49703,49903,0.7302325581395349
29108,49703,0.7131782945736435
49703,94659,0.7209302325581395
29141,49703,0.7085271317829457
14809,49703,0.7271317829457364
14826,49703,0.7224806201550388
40103,49703,0.7193798449612403
49704,49705,0.8232558139534883
49704,49706,0.834108527131783
29740,49704,0.7953488372093023
15406,49704,0.8434108527131783
40501,49704,0.8558139534883721
29754,49704,0.8201550387596899
14910,49704,0.7441860465116279
15429,49704,0.8372093023255814
14921,49704,0.8868217054263566
29369,49704,0.8062015503875969
29548,49704,0.8387596899224806
15501,49704,0.8666666666666667
49306,49704,0.8387596899224806
49307,49704,0.8589147286821706
29345,49704,0.8589147286821706
14503,49704,0.8527131782945736
14506,49704,0.875968992248062
15020,49704,0.765891472868217
14009,49704,0.8589147286821706
15039,49704,0.7550387596899225
14031,49704,0.786046511627907
29909,49704,0.8449612403100775
49700,49704,0.834108527131783
29918,49704,0.7875968992248062
29936,49704,0.8372093023255814
15633,49704,0.8356589147286821
14103,49704,0.8465116279069768
29148,49704,0.8527131782945736
14661,49704,0.6821705426356589
29512,49704,0.8387596899224806
12109,49704,0.8697674418604651
29523,49704,0.8821705426356589
15701,49704,0.827906976744186
49502,49704,0.8883720930232558
29537,49704,0.8170542635658915
40300,49704,0.8511627906976744
40302,49704,0.7829457364341085
40303,49704,0.8465116279069768
40304,49704,0.8527131782945736
40305,49704,0.834108527131783
29555,49704,0.7937984496124031
14712,49704,0.8418604651162791
29566,49704,0.8511627906976744
15424,49704,0.8062015503875969
14226,49704,0.8651162790697674
49704,49903,0.8403100775193798
29108,49704,0.8496124031007752
49704,94659,0.834108527131783
29141,49704,0.8031007751937984
14809,49704,0.8651162790697674
14826,49704,0.8201550387596899
40103,49704,0.6821705426356589
49705,49706,0.7829457364341085
29740,49705,0.7689922480620155
15406,49705,0.7813953488372093
40501,49705,0.8108527131782945
29754,49705,0.8217054263565892
14910,49705,0.772093023255814
15429,49705,0.7798449612403101
14921,49705,0.8418604651162791
29369,49705,0.8294573643410853
29548,49705,0.7937984496124031
15501,49705,0.8496124031007752
49306,49705,0.8480620155038759
49307,49705,0.8589147286821706
29345,49705,0.827906976744186
14503,49705,0.8356589147286821
14506,49705,0.8403100775193798
15020,49705,0.7891472868217054
14009,49705,0.8558139534883721
15039,49705,0.6976744186046512
14031,49705,0.7813953488372093
29909,49705,0.8108527131782945
49700,49705,0.7984496124031008
29918,49705,0.7689922480620155
29936,49705,0.7767441860465116
49705,49905,0.6666666666666666
15633,49705,0.7829457364341085
14103,49705,0.8356589147286821
29148,49705,0.8108527131782945
14661,49705,0.7596899224806202
29512,49705,0.8093023255813954
12109,49705,0.862015503875969
29523,49705,0.8031007751937984
15701,49705,0.8248062015503876
49502,49705,0.8403100775193798
29537,49705,0.7829457364341085
40300,49705,0.8527131782945736
40302,49705,0.8449612403100775
40303,49705,0.8248062015503876
40304,49705,0.834108527131783
40305,49705,0.8062015503875969
29555,49705,0.7488372093023256
14712,49705,0.8155038759689922
29566,49705,0.7705426356589147
15424,49705,0.7612403100775194
14226,49705,0.8542635658914729
49705,49903,0.7875968992248062
29108,49705,0.8124031007751938
49705,94659,0.827906976744186
29141,49705,0.8
14809,49705,0.8232558139534883
14826,49705,0.7767441860465116
40103,49705,0.7147286821705426
29740,49706,0.7875968992248062
15406,49706,0.834108527131783
40501,49706,0.7984496124031008
29754,49706,0.8310077519379845
14910,49706,0.6697674418604651
15429,49706,0.8387596899224806
14921,49706,0.8682170542635659
29369,49706,0.7891472868217054
29548,49706,0.8310077519379845
15501,49706,0.8403100775193798
49306,49706,0.8201550387596899
49307,49706,0.8248062015503876
29345,49706,0.8821705426356589
14503,49706,0.8232558139534883
14506,49706,0.7891472868217054
15020,49706,0.7007751937984497
14009,49706,0.8294573643410853
15039,49706,0.6945736434108527
14031,49706,0.786046511627907
29909,49706,0.8542635658914729
49700,49706,0.8573643410852713
29918,49706,0.8031007751937984
29936,49706,0.8418604651162791
15633,49706,0.8821705426356589
14103,49706,0.813953488372093
29148,49706,0.8403100775193798
29512,49706,0.8403100775193798
12109,49706,0.8046511627906977
29523,49706,0.834108527131783
15701,49706,0.8263565891472868
49502,49706,0.8449612403100775
29537,49706,0.8232558139534883
40300,49706,0.786046511627907
40302,49706,0.7209302325581395
40303,49706,0.8356589147286821
40304,49706,0.8325581395348837
40305,49706,0.8465116279069768
29555,49706,0.8201550387596899
14712,49706,0.7751937984496124
29566,49706,0.7968992248062016
15424,49706,0.827906976744186
14226,49706,0.8511627906976744
49706,49903,0.7689922480620155
29108,49706,0.8496124031007752
49706,94659,0.834108527131783
29141,49706,0.7984496124031008
14809,49706,0.8589147286821706
14826,49706,0.7922480620155039
40103,49706,0.6635658914728683
15406,29740,0.7953488372093023
29740,40501,0.7581395348837209
29740,29754,0.7875968992248062
14910,29740,0.6511627906976745
15429,29740,0.862015503875969
14921,29740,0.8248062015503876
29369,29740,0.7565891472868217
29548,29740,0.827906976744186
15501,29740,0.7937984496124031
29740,49306,0.7751937984496124
29740,49307,0.7751937984496124
29345,29740,0.8108527131782945
14503,29740,0.7736434108527132
14506,29740,0.7534883720930232
15020,29740,0.6790697674418604
14009,29740,0.7751937984496124
15039,29740,0.7410852713178294
14031,29740,0.7395348837209302
29740,29909,0.8124031007751938
29740,49700,0.8232558139534883
29740,29918,0.7581395348837209
29740,29936,0.8449612403100775
15633,29740,0.786046511627907
14103,29740,0.7441860465116279
29148,29740,0.8031007751937984
29512,29740,0.7937984496124031
12109,29740,0.7612403100775194
29523,29740,0.7953488372093023
15701,29740,0.7627906976744186
29740,49502,0.8170542635658915
29537,29740,0.8294573643410853
29740,40300,0.7550387596899225
29740,40302,0.703875968992248
29740,40303,0.7906976744186046
29740,40304,0.8031007751937984
29740,40305,0.8124031007751938
29555,29740,0.8201550387596899
14712,29740,0.7317829457364341
29566,29740,0.7813953488372093
15424,29740,0.7829457364341085
14226,29740,0.8155038759689922
29740,49903,0.7534883720930232
29108,29740,0.8294573643410853
29740,94659,0.7612403100775194
29141,29740,0.7798449612403101
14809,29740,0.7891472868217054
14826,29740,0.8635658914728682
15406,40501,0.8263565891472868
15406,29754,0.8294573643410853
14910,15406,0.6837209302325581
15406,15429,0.862015503875969
14921,15406,0.9069767441860465
15406,29369,0.8062015503875969
15406,29548,0.8666666666666667
15406,15501,0.8589147286821706
15406,49306,0.834108527131783
15406,49307,0.8511627906976744
15406,29345,0.8868217054263566
14503,15406,0.8573643410852713
14506,15406,0.7906976744186046
15020,15406,0.7054263565891473
14009,15406,0.8542635658914729
15039,15406,0.7069767441860465
14031,15406,0.8124031007751938
15406,29909,0.8868217054263566
15406,49700,0.8837209302325582
15406,29918,0.834108527131783
15406,29936,0.8713178294573644
15406,15633,0.8527131782945736
14103,15406,0.8170542635658915
15406,29148,0.8728682170542635
15406,29512,0.8713178294573644
12109,15406,0.8248062015503876
15406,29523,0.8403100775193798
15406,15701,0.8434108527131783
15406,49502,0.8837209302325582
15406,29537,0.8449612403100775
15406,40300,0.8124031007751938
15406,40302,0.7395348837209302
15406,40303,0.8682170542635659
15406,40304,0.8465116279069768
15406,40305,0.8697674418604651
15406,29555,0.8310077519379845
14712,15406,0.7968992248062016
15406,29566,0.8248062015503876
15406,15424,0.8651162790697674
14226,15406,0.875968992248062
15406,49903,0.7922480620155039
15406,29108,0.8852713178294573
15406,94659,0.8697674418604651
15406,29141,0.8248062015503876
14809,15406,0.862015503875969
14826,15406,0.8217054263565892
15406,40103,0.6744186046511628
40500,40502,0.8496124031007752
10808,40500,0.827906976744186
14400,40500,0.834108527131783
15425,40500,0.8558139534883721
14914,40500,0.8310077519379845
14920,40500,0.834108527131783
14922,40500,0.7023255813953488
14440,40500,0.8232558139534883
29305,40500,0.8589147286821706
15502,40500,0.8046511627906977
40500,49300,0.8387596899224806
40500,49308,0.8403100775193798
40500,49309,0.7829457364341085
15011,40500,0.8108527131782945
40101,40500,0.8155038759689922
40105,40500,0.8558139534883721
15021,40500,0.8387596899224806
29373,40500,0.8279569892473119
4812,40500,0.7643410852713178
15054,40500,0.8868217054263566
40500,49901,0.8449612403100775
13039,40500,0.8372093023255814
40500,49905,0.6589147286821705
14101,40500,0.7627906976744186
15015,40500,0.8093023255813954
14651,40500,0.827906976744186
1366,40500,0.7798449612403101
15703,40500,0.8558139534883721
14912,40500,0.8449612403100775
40301,40500,0.8666666666666667
14709,40500,0.8589147286821706
14203,40500,0.7813953488372093
14213,40500,0.8
39310,40500,0.8511627906976744
14230,40500,0.8232558139534883
29142,40500,0.8465116279069768
14812,40500,0.8201550387596899
14307,40500,0.8434108527131783
40103,40500,0.6775193798449612
29754,40501,0.8170542635658915
14910,40501,0.7457364341085271
15429,40501,0.8310077519379845
14921,40501,0.8635658914728682
29369,40501,0.7984496124031008
29548,40501,0.8170542635658915
15501,40501,0.8387596899224806
40501,49306,0.8558139534883721
40501,49307,0.8635658914728682
29345,40501,0.8465116279069768
14503,40501,0.8232558139534883
14506,40501,0.8356589147286821
15020,40501,0.765891472868217
14009,40501,0.8356589147286821
15039,40501,0.7488372093023256
14031,40501,0.7968992248062016
29909,40501,0.8496124031007752
40501,49700,0.8186046511627907
29918,40501,0.827906976744186
29936,40501,0.8124031007751938
15633,40501,0.8046511627906977
14103,40501,0.8294573643410853
29148,40501,0.8558139534883721
14661,40501,0.6883720930232559
29512,40501,0.8434108527131783
12109,40501,0.8496124031007752
29523,40501,0.8589147286821706
15701,40501,0.8217054263565892
40501,49502,0.8480620155038759
29537,40501,0.7906976744186046
40300,40501,0.8465116279069768
40302,40501,0.7767441860465116
40303,40501,0.8449612403100775
40304,40501,0.8170542635658915
40305,40501,0.8403100775193798
29555,40501,0.7751937984496124
14712,40501,0.8496124031007752
29566,40501,0.8201550387596899
15424,40501,0.7953488372093023
14226,40501,0.834108527131783
40501,49903,0.8046511627906977
29108,40501,0.8310077519379845
40501,94659,0.8372093023255814
29141,40501,0.8062015503875969
14809,40501,0.8589147286821706
14826,40501,0.7906976744186046
40103,40501,0.6604651162790698
10808,40502,0.8883720930232558
14400,40502,0.8697674418604651
15425,40502,0.8186046511627907
14914,40502,0.8790697674418605
14920,40502,0.889922480620155
14922,40502,0.6806201550387597
14440,40502,0.8666666666666667
29305,40502,0.8356589147286821
15502,40502,0.7798449612403101
40502,49300,0.8806201550387597
40502,49308,0.889922480620155
40502,49309,0.8434108527131783
15011,40502,0.8697674418604651
40101,40502,0.8558139534883721
40105,40502,0.8930232558139535
15021,40502,0.9441860465116279
29373,40502,0.8673835125448028
4812,40502,0.7844961240310078
15054,40502,0.8868217054263566
40502,49901,0.8682170542635659
13039,40502,0.896124031007752
40502,49905,0.6558139534883721
14101,40502,0.8
15015,40502,0.813953488372093
14651,40502,0.8263565891472868
1366,40502,0.7751937984496124
15703,40502,0.8883720930232558
14912,40502,0.8496124031007752
40301,40502,0.8155038759689922
14709,40502,0.896124031007752
14203,40502,0.765891472868217
14213,40502,0.8589147286821706
39310,40502,0.8992248062015504
14230,40502,0.8744186046511628
29142,40502,0.9116279069767442
14812,40502,0.8232558139534883
14307,40502,0.8883720930232558
10808,14400,0.896124031007752
10808,15425,0.8062015503875969
10808,14914,0.9085271317829458
10808,14920,0.875968992248062
10808,14922,0.6759689922480621
10808,14440,0.8697674418604651
10808,29305,0.8077519379844961
10808,15502,0.7503875968992249
10808,49300,0.8635658914728682
10808,49308,0.8744186046511628
10808,49309,0.8480620155038759
10808,15011,0.875968992248062
10808,40101,0.8496124031007752
10808,40105,0.8806201550387597
10808,15021,0.9038759689922481
10808,29373,0.8709677419354839
4812,10808,0.7875968992248062
10808,15054,0.8852713178294573
10808,49901,0.8418604651162791
10808,13039,0.9162790697674419
10808,14101,0.7937984496124031
10808,15015,0.7875968992248062
10808,14651,0.8015503875968992
1366,10808,0.7751937984496124
10808,15703,0.8387596899224806
10808,14912,0.8248062015503876
10808,40301,0.7953488372093023
10808,14709,0.8930232558139535
10808,14203,0.7410852713178294
10808,14213,0.8403100775193798
10808,39310,0.8542635658914729
10808,14230,0.8852713178294573
10808,29142,0.9209302325581395
10808,14812,0.8062015503875969
10808,14307,0.9116279069767442
14910,29754,0.710077519379845
15429,29754,0.8325581395348837
14921,29754,0.8589147286821706
29369,29754,0.862015503875969
29548,29754,0.8434108527131783
15501,29754,0.8480620155038759
29754,49306,0.862015503875969
29754,49307,0.8511627906976744
29345,29754,0.8883720930232558
14503,29754,0.8558139534883721
14506,29754,0.8062015503875969
15020,29754,0.737984496124031
14009,29754,0.834108527131783
15039,29754,0.6806201550387597
14031,29754,0.8217054263565892
29754,29909,0.8604651162790697
29754,49700,0.8558139534883721
29754,29918,0.8418604651162791
29754,29936,0.8372093023255814
15633,29754,0.8418604651162791
14103,29754,0.8155038759689922
29148,29754,0.8697674418604651
14661,29754,0.6961240310077519
29512,29754,0.8604651162790697
12109,29754,0.8170542635658915
29523,29754,0.8201550387596899
15701,29754,0.8542635658914729
29754,49502,0.8511627906976744
29537,29754,0.8263565891472868
29754,40300,0.8093023255813954
29754,40302,0.7813953488372093
29754,40303,0.8883720930232558
29754,40304,0.8248062015503876
29754,40305,0.8434108527131783
29555,29754,0.8248062015503876
14712,29754,0.8015503875968992
29566,29754,0.8031007751937984
15424,29754,0.834108527131783
14226,29754,0.8930232558139535
29754,49903,0.7922480620155039
29108,29754,0.8418604651162791
29754,94659,0.8496124031007752
29141,29754,0.8201550387596899
14809,29754,0.8635658914728682
14826,29754,0.7798449612403101
29754,40103,0.7271317829457364
14910,15429,0.6759689922480621
14910,14921,0.7302325581395349
14910,29369,0.7488372093023256
14910,29548,0.6821705426356589
14910,15501,0.737984496124031
14910,49306,0.7550387596899225
14910,49307,0.7534883720930232
14910,29345,0.7255813953488373
14503,14910,0.7426356589147287
14506,14910,0.786046511627907
14910,15020,0.7798449612403101
14009,14910,0.7426356589147287
14910,15039,0.648062015503876
14031,14910,0.6728682170542636
14910,29909,0.710077519379845
